scenario,wall_time,final_day_add,objective_value,y_open[7],y_open[8],y_open[9],y_open[10],y_open[11],y_open[12]
scen0,15.669193983078003,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen1,14.655282497406006,9,0,0.0,0.0,1.0,0.0,0.0,1.0
scen2,10.676055669784546,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen3,7.8536858558654785,12,0,0.0,0.0,1.0,0.0,0.0,1.0
scen4,13.873248815536499,1,0,0.0,0.0,1.0,0.0,0.0,1.0
scen5,6.831347703933716,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen6,10.692229986190796,1,0,0.0,0.0,1.0,0.0,0.0,1.0
scen7,7.918718099594116,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen8,4.229070425033569,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen9,7.661601543426514,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen10,4.953459739685059,7,0,0.0,0.0,1.0,0.0,0.0,1.0
scen11,3.1187942028045654,5,0,0.0,0.0,1.0,0.0,0.0,1.0
scen12,8.83143162727356,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen13,11.367451667785645,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen14,5.354110240936279,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen15,2.8058993816375732,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen16,6.182632684707642,5,0,0.0,0.0,1.0,0.0,0.0,1.0
scen17,4.899497985839844,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen18,3.8531064987182617,5,0,0.0,0.0,1.0,0.0,0.0,1.0
scen19,11.660438537597656,8,0,0.0,0.0,1.0,0.0,0.0,1.0
scen20,15.315192937850952,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen21,7.314443826675415,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen22,47.37223243713379,21,0,0.0,0.0,1.0,0.0,0.0,1.0
scen23,10.915942668914795,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen24,15.966755390167236,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen25,2.7010550498962402,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen26,8.95406723022461,4,0,0.0,0.0,1.0,0.0,0.0,1.0
scen27,3.8820629119873047,3,0,0.0,0.0,1.0,0.0,0.0,1.0
scen28,16.721776008605957,5,0,0.0,0.0,1.0,0.0,0.0,1.0
