scenario,wall_time,final_day_add,objective_value,y_open[7],y_open[8],y_open[9],y_open[10],y_open[11],y_open[12]
scen0,1.6762444972991943,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen1,1.6551318168640137,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen2,2.5904417037963867,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen3,3.7284350395202637,6,0,0.0,1.0,1.0,0.0,0.0,0.0
scen4,2.6949119567871094,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen5,1.830538034439087,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen6,2.061474323272705,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen7,1.8158893585205078,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen8,3.26997709274292,4,0,0.0,1.0,1.0,0.0,0.0,0.0
scen9,3.744168519973755,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen10,2.109636068344116,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen11,2.228376865386963,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen12,1.8405680656433105,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen13,2.4920570850372314,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen14,1.791797161102295,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen15,2.293238639831543,4,0,0.0,1.0,1.0,0.0,0.0,0.0
scen16,2.1811182498931885,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen17,2.1426146030426025,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen18,1.3793301582336426,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen19,5.347257614135742,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen20,1.7605094909667969,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen21,5.93098258972168,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen22,7.951984167098999,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen23,2.275298595428467,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen24,2.4958715438842773,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen25,2.7955353260040283,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen26,1.240840196609497,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen27,2.196019411087036,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen28,1.551910161972046,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen29,5.677687883377075,4,0,0.0,1.0,1.0,0.0,0.0,0.0
scen30,2.3087174892425537,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen31,2.3029050827026367,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen32,1.9904141426086426,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen33,2.1688928604125977,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen34,2.774296998977661,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen35,2.042788505554199,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen36,7.299138307571411,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen37,2.9913084506988525,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen38,1.7214009761810303,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen39,2.7697625160217285,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen40,2.405496597290039,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen41,2.601330518722534,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen42,3.097424268722534,4,0,0.0,1.0,1.0,0.0,0.0,0.0
scen43,2.1186587810516357,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen44,3.1329376697540283,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen45,2.8911406993865967,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen46,2.3492672443389893,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen47,2.58439564704895,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen48,1.515571117401123,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen49,2.7088067531585693,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen50,1.9438672065734863,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen51,7.963047504425049,6,0,0.0,1.0,1.0,0.0,0.0,0.0
scen52,2.4974071979522705,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen53,2.6563122272491455,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen54,2.494304656982422,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen55,1.4320623874664307,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen56,2.5806806087493896,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen57,2.78153920173645,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen58,2.1853065490722656,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen59,2.2674543857574463,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen60,1.7271485328674316,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen61,2.4466216564178467,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen62,2.0374789237976074,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen63,2.5721983909606934,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen64,3.0753815174102783,4,0,0.0,1.0,1.0,0.0,0.0,0.0
scen65,2.9638991355895996,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen66,1.8618266582489014,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen67,1.4195842742919922,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen68,6.59096622467041,13,0,0.0,1.0,1.0,0.0,0.0,0.0
scen69,2.8305370807647705,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen70,1.8135929107666016,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen71,1.9345455169677734,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen72,2.005676507949829,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen73,3.1761422157287598,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen74,2.0276012420654297,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen75,2.238004207611084,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen76,1.9328842163085938,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen77,1.9322841167449951,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen78,2.972658157348633,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen79,2.7669177055358887,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen80,1.8309087753295898,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen81,2.984940767288208,6,0,0.0,1.0,1.0,0.0,0.0,0.0
scen82,2.135061025619507,5,0,0.0,1.0,1.0,0.0,0.0,0.0
scen83,3.404783248901367,4,0,0.0,1.0,1.0,0.0,0.0,0.0
scen84,2.415489912033081,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen85,2.535917043685913,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen86,1.9016027450561523,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen87,2.1766648292541504,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen88,1.6962151527404785,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen89,3.5923569202423096,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen90,2.573042154312134,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen91,2.9955968856811523,4,0,0.0,1.0,1.0,0.0,0.0,0.0
scen92,1.7601330280303955,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen93,1.7090203762054443,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen94,2.495180606842041,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen95,2.1619415283203125,2,0,0.0,1.0,1.0,0.0,0.0,0.0
scen96,1.7929558753967285,0,0,0.0,1.0,1.0,0.0,0.0,0.0
scen97,2.340296983718872,1,0,0.0,1.0,1.0,0.0,0.0,0.0
scen98,1.8338942527770996,3,0,0.0,1.0,1.0,0.0,0.0,0.0
scen99,1.881845235824585,0,0,0.0,1.0,1.0,0.0,0.0,0.0
