scenario,wall_time,final_day_add,objective_value,y_open[7],y_open[8],y_open[9],y_open[10],y_open[11],y_open[12]
scen0,1.9746792316436768,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen1,1.9187633991241455,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen2,2.2954461574554443,4,0,1.0,0.0,0.0,0.0,1.0,0.0
scen3,1.7949788570404053,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen4,2.041016101837158,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen5,1.897582769393921,4,0,1.0,0.0,0.0,0.0,1.0,0.0
scen6,2.6915628910064697,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen7,1.608304500579834,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen8,2.2170510292053223,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen9,2.6772444248199463,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen10,3.0606179237365723,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen11,1.7296113967895508,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen12,2.508679151535034,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen13,2.136990547180176,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen14,1.6627576351165771,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen15,2.921661376953125,6,0,1.0,0.0,0.0,0.0,1.0,0.0
scen16,3.299182891845703,6,0,1.0,0.0,0.0,0.0,1.0,0.0
scen17,1.9478423595428467,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen18,4.2470481395721436,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen19,3.1402149200439453,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen20,1.6082770824432373,5,0,1.0,0.0,0.0,0.0,1.0,0.0
scen21,2.168795347213745,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen22,2.4618101119995117,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen23,2.843083381652832,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen24,2.1397924423217773,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen25,2.396470308303833,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen26,1.4772050380706787,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen27,1.8004553318023682,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen28,2.082033395767212,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen29,1.8003969192504883,3,0,1.0,0.0,0.0,0.0,1.0,0.0
scen30,2.5396928787231445,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen31,2.2784640789031982,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen32,2.850851535797119,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen33,2.2383337020874023,1,0,1.0,0.0,0.0,0.0,1.0,0.0
scen34,4.4720094203948975,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen35,1.927450180053711,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen36,2.193516731262207,4,0,1.0,0.0,0.0,0.0,1.0,0.0
scen37,2.6411516666412354,2,0,1.0,0.0,0.0,0.0,1.0,0.0
scen38,1.4230906963348389,0,0,1.0,0.0,0.0,0.0,1.0,0.0
scen39,2.4088807106018066,2,0,1.0,0.0,0.0,0.0,1.0,0.0
