scenario,wall_time,final_day_add,objective_value,y_open[7],y_open[8],y_open[9],y_open[10],y_open[11],y_open[12]
scen0,3.441607713699341,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen1,2.622065305709839,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen2,4.88006329536438,8,0,1.0,1.0,0.0,0.0,0.0,0.0
scen3,5.054603099822998,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen4,13.319610834121704,9,0,1.0,1.0,0.0,0.0,0.0,0.0
scen5,2.0348129272460938,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen6,3.2099568843841553,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen7,1.8408520221710205,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen8,3.849792003631592,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen9,4.534711837768555,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen10,3.88065767288208,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen11,4.362136363983154,9,0,1.0,1.0,0.0,0.0,0.0,0.0
scen12,2.4162380695343018,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen13,3.1543197631835938,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen14,11.717604398727417,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen15,2.8172969818115234,7,0,1.0,1.0,0.0,0.0,0.0,0.0
scen16,2.1814072132110596,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen17,5.199791431427002,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen18,8.30162763595581,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen19,3.2537739276885986,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen20,2.1482696533203125,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen21,6.163737535476685,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen22,5.046424865722656,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen23,4.244922161102295,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen24,2.482750415802002,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen25,2.7289702892303467,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen26,5.375012159347534,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen27,5.298766374588013,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen28,3.3735082149505615,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen29,2.488008737564087,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen30,3.0516862869262695,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen31,2.1837282180786133,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen32,3.214212656021118,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen33,3.4617416858673096,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen34,3.9823901653289795,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen35,2.557384729385376,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen36,2.7126235961914062,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen37,14.465254783630371,8,0,1.0,1.0,0.0,0.0,0.0,0.0
scen38,4.999205827713013,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen39,3.552633762359619,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen40,2.774782657623291,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen41,3.9635696411132812,8,0,1.0,1.0,0.0,0.0,0.0,0.0
scen42,4.419175386428833,8,0,1.0,1.0,0.0,0.0,0.0,0.0
scen43,5.707270383834839,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen44,6.429398775100708,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen45,5.508117198944092,4,0,1.0,1.0,0.0,0.0,0.0,0.0
scen46,4.660690069198608,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen47,9.465301036834717,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen48,2.8657991886138916,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen49,4.752314329147339,8,0,1.0,1.0,0.0,0.0,0.0,0.0
scen50,3.502821445465088,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen51,11.497238874435425,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen52,8.028252124786377,6,0,1.0,1.0,0.0,0.0,0.0,0.0
scen53,7.179329872131348,7,0,1.0,1.0,0.0,0.0,0.0,0.0
scen54,5.972325563430786,8,0,1.0,1.0,0.0,0.0,0.0,0.0
scen55,5.25843358039856,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen56,2.14762020111084,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen57,3.159064769744873,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen58,5.19887375831604,11,0,1.0,1.0,0.0,0.0,0.0,0.0
scen59,5.996889591217041,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen60,4.83632755279541,3,0,1.0,1.0,0.0,0.0,0.0,0.0
scen61,4.412712097167969,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen62,5.25839376449585,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen63,9.781108140945435,5,0,1.0,1.0,0.0,0.0,0.0,0.0
scen64,4.629998207092285,7,0,1.0,1.0,0.0,0.0,0.0,0.0
scen65,4.5069780349731445,2,0,1.0,1.0,0.0,0.0,0.0,0.0
scen66,2.394347906112671,4,0,1.0,1.0,0.0,0.0,0.0,0.0
