scenario,wall_time,final_day_add,objective_value,y_open[7],y_open[8],y_open[9],y_open[10],y_open[11],y_open[12]
scen0,2.1776719093322754,1,0,0.0,1.0,0.0,0.0,1.0,0.0
scen1,2.2172937393188477,0,0,0.0,1.0,0.0,0.0,1.0,0.0
scen2,2.4277119636535645,6,0,0.0,1.0,0.0,0.0,1.0,0.0
scen3,1.948136806488037,0,0,0.0,1.0,0.0,0.0,1.0,0.0
scen4,2.485593557357788,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen5,1.6158740520477295,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen6,2.386794090270996,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen7,2.333404064178467,0,0,0.0,1.0,0.0,0.0,1.0,0.0
scen8,2.073390483856201,3,0,0.0,1.0,0.0,0.0,1.0,0.0
scen9,2.8945884704589844,3,0,0.0,1.0,0.0,0.0,1.0,0.0
scen10,1.1417946815490723,0,0,0.0,1.0,0.0,0.0,1.0,0.0
scen11,1.201650619506836,0,0,0.0,1.0,0.0,0.0,1.0,0.0
scen12,1.6150832176208496,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen13,1.1273441314697266,1,0,0.0,1.0,0.0,0.0,1.0,0.0
scen14,1.7724130153656006,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen15,4.711918115615845,12,0,0.0,1.0,0.0,0.0,1.0,0.0
scen16,1.4211392402648926,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen17,2.1672146320343018,3,0,0.0,1.0,0.0,0.0,1.0,0.0
scen18,2.0770254135131836,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen19,1.6859562397003174,0,0,0.0,1.0,0.0,0.0,1.0,0.0
scen20,1.6051125526428223,2,0,0.0,1.0,0.0,0.0,1.0,0.0
scen21,1.3527443408966064,0,0,0.0,1.0,0.0,0.0,1.0,0.0
scen22,2.0781688690185547,2,0,0.0,1.0,0.0,0.0,1.0,0.0
