scenario,wall_time,final_day_add,objective_value,y_open[7],y_open[8],y_open[9],y_open[10],y_open[11],y_open[12]
scen0,4.077889919281006,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen1,3.1663424968719482,2,0,0.0,0.0,0.0,1.0,0.0,1.0
scen2,2.714177370071411,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen3,3.9971542358398438,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen4,4.20787239074707,1,0,0.0,0.0,0.0,1.0,0.0,1.0
scen5,3.633537530899048,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen6,9.190390825271606,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen7,2.654872417449951,2,0,0.0,0.0,0.0,1.0,0.0,1.0
scen8,2.333733558654785,2,0,0.0,0.0,0.0,1.0,0.0,1.0
scen9,3.785156726837158,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen10,4.438463926315308,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen11,3.780076742172241,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen12,3.8953697681427,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen13,2.655416250228882,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen14,2.896326780319214,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen15,6.687713146209717,3,0,0.0,0.0,0.0,1.0,0.0,1.0
scen16,3.3232309818267822,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen17,3.4802472591400146,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen18,2.731355667114258,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen19,13.643659114837646,6,0,0.0,0.0,0.0,1.0,0.0,1.0
scen20,5.737828016281128,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen21,2.3743810653686523,2,0,0.0,0.0,0.0,1.0,0.0,1.0
scen22,2.4754364490509033,0,0,0.0,0.0,0.0,1.0,0.0,1.0
scen23,4.9832682609558105,4,0,0.0,0.0,0.0,1.0,0.0,1.0
scen24,8.750261545181274,1,0,0.0,0.0,0.0,1.0,0.0,1.0
scen25,5.746951103210449,2,0,0.0,0.0,0.0,1.0,0.0,1.0
scen26,2.993748426437378,5,0,0.0,0.0,0.0,1.0,0.0,1.0
scen27,2.239719867706299,1,0,0.0,0.0,0.0,1.0,0.0,1.0
