dim_1,dim_2,dim_3,dim_4,value
23,23,3,19,1.0
23,23,3,20,1.0
23,23,3,21,1.0
23,23,3,22,1.0
23,23,3,23,1.0
23,23,3,24,1.0
23,23,3,25,1.0
23,23,3,26,1.0
23,23,3,27,1.0
23,23,3,28,1.0
23,23,3,29,1.0
23,23,3,30,1.0
23,23,3,31,1.0
23,23,3,32,1.0
23,23,3,33,1.0
23,23,3,34,1.0
23,23,3,35,1.0
23,23,3,36,1.0
23,23,3,37,1.0
23,23,3,38,1.0
23,23,3,39,1.0
23,23,3,40,1.0
23,23,3,41,1.0
23,23,3,42,1.0
23,23,3,43,1.0
23,23,3,44,1.0
23,23,3,45,1.0
23,23,3,46,1.0
23,23,3,47,1.0
23,23,3,48,1.0
23,23,3,49,1.0
23,23,3,50,1.0
23,23,3,51,1.0
23,23,3,52,1.0
23,23,3,53,1.0
23,23,3,54,1.0
23,23,3,55,1.0
23,23,3,56,1.0
23,23,3,57,1.0
23,23,3,58,1.0
23,23,3,59,1.0
23,23,3,60,1.0
23,23,4,1,1.0
23,23,4,2,1.0
23,23,4,3,1.0
23,23,4,4,1.0
23,23,4,5,1.0
23,23,4,6,1.0
23,23,4,7,1.0
23,23,4,8,1.0
23,23,4,9,1.0
23,23,4,10,1.0
23,23,4,11,1.0
23,23,4,12,1.0
23,23,4,13,1.0
23,23,4,14,1.0
23,23,4,15,1.0
23,23,4,16,1.0
23,23,4,17,1.0
23,23,4,18,1.0
23,23,4,19,1.0
23,23,4,20,1.0
23,23,4,21,1.0
23,23,4,22,1.0
23,23,4,23,1.0
23,23,4,24,1.0
23,23,4,25,1.0
23,23,4,26,1.0
23,23,4,27,1.0
23,23,4,28,1.0
23,23,4,29,1.0
23,23,4,30,1.0
23,23,4,31,1.0
23,23,4,32,1.0
23,23,4,33,1.0
23,23,4,34,1.0
23,23,4,35,1.0
23,23,4,36,1.0
23,23,4,37,1.0
23,23,4,38,1.0
23,23,4,39,1.0
23,23,4,40,1.0
23,23,4,41,1.0
23,23,4,42,1.0
23,23,4,43,1.0
23,23,4,44,1.0
23,23,4,45,1.0
23,23,4,46,1.0
23,23,4,47,1.0
23,23,4,48,1.0
23,23,4,49,1.0
23,23,4,50,1.0
23,23,4,51,1.0
23,23,4,52,1.0
23,23,4,53,1.0
23,23,4,54,1.0
23,23,4,55,1.0
23,23,4,56,1.0
23,23,4,57,1.0
23,23,4,58,1.0
23,23,4,59,1.0
23,23,4,60,1.0
23,23,5,1,1.0
23,23,5,2,1.0
23,23,5,3,1.0
23,23,5,4,1.0
23,23,5,5,1.0
23,23,5,6,1.0
23,23,5,7,1.0
23,23,5,8,1.0
23,23,5,9,1.0
23,23,5,10,1.0
23,23,5,11,1.0
23,23,5,12,1.0
23,23,5,13,1.0
23,23,5,14,1.0
23,23,5,15,1.0
23,23,5,16,1.0
23,23,5,17,1.0
23,23,5,18,1.0
23,23,5,19,1.0
23,23,5,20,1.0
23,23,5,21,1.0
23,23,5,22,1.0
23,23,5,23,1.0
23,23,5,24,1.0
23,23,5,25,1.0
23,23,5,26,1.0
23,23,5,27,1.0
23,23,5,28,1.0
23,23,5,29,1.0
23,23,5,30,1.0
23,23,5,31,1.0
23,23,5,32,1.0
23,23,5,33,1.0
23,23,5,34,1.0
23,23,5,35,1.0
23,23,5,36,1.0
23,23,5,37,1.0
23,23,5,38,1.0
23,23,5,39,1.0
23,23,5,40,1.0
23,23,5,41,1.0
23,23,5,42,1.0
23,23,5,43,1.0
23,23,5,44,1.0
23,23,5,45,1.0
23,23,5,46,1.0
23,23,5,47,1.0
23,23,5,48,1.0
23,23,5,49,1.0
23,23,5,50,1.0
23,23,5,51,1.0
23,23,5,52,1.0
23,23,5,53,1.0
23,23,5,54,1.0
23,23,5,55,1.0
23,23,5,56,1.0
23,23,5,57,1.0
23,23,5,58,1.0
23,23,5,59,1.0
23,23,5,60,1.0
23,23,6,1,1.0
23,23,6,2,1.0
23,23,6,3,1.0
23,23,6,4,1.0
23,23,6,5,1.0
23,23,6,6,1.0
23,23,6,7,1.0
23,23,6,8,1.0
23,23,6,9,1.0
23,23,6,10,1.0
23,23,6,11,1.0
23,23,6,12,1.0
23,23,6,13,1.0
23,23,6,14,1.0
23,23,6,15,1.0
23,23,6,16,1.0
23,23,6,17,1.0
23,23,6,18,1.0
23,23,6,19,1.0
23,23,6,20,1.0
23,23,6,21,1.0
23,23,6,22,1.0
23,23,6,23,1.0
23,23,6,24,1.0
23,23,6,25,1.0
23,23,6,26,1.0
23,23,6,27,1.0
23,23,6,28,1.0
23,23,6,29,1.0
23,23,6,30,1.0
23,23,6,31,1.0
23,23,6,32,1.0
23,23,6,33,1.0
23,23,6,34,1.0
23,23,6,35,1.0
23,23,6,36,1.0
23,23,6,37,1.0
23,23,6,38,1.0
23,23,6,39,1.0
23,23,6,40,1.0
23,23,6,41,1.0
23,23,6,42,1.0
23,23,6,43,1.0
23,23,6,44,1.0
23,23,6,45,1.0
23,23,6,46,1.0
23,23,6,47,1.0
23,23,6,48,1.0
23,23,6,49,1.0
23,23,6,50,1.0
23,23,6,51,1.0
23,23,6,52,1.0
23,23,6,53,1.0
23,23,6,54,1.0
23,23,6,55,1.0
23,23,6,56,1.0
23,23,6,57,1.0
23,23,6,58,1.0
23,23,6,59,1.0
23,23,6,60,1.0
23,23,7,1,1.0
23,23,7,2,1.0
23,23,7,3,1.0
23,23,7,4,1.0
23,23,7,5,1.0
23,23,7,6,1.0
23,23,7,7,1.0
23,23,7,8,1.0
23,23,7,9,1.0
23,23,7,10,1.0
23,23,7,11,1.0
23,23,7,12,1.0
23,23,7,13,1.0
23,23,7,14,1.0
23,23,7,15,1.0
23,23,7,16,1.0
23,23,7,17,1.0
23,23,7,18,1.0
23,23,7,19,1.0
23,23,7,20,1.0
23,23,7,21,1.0
23,23,7,22,1.0
23,23,7,23,1.0
23,23,7,24,1.0
23,23,7,25,1.0
23,23,7,26,1.0
23,23,7,27,1.0
23,23,7,28,1.0
23,23,7,29,1.0
23,23,7,30,1.0
23,23,7,31,1.0
23,23,7,32,1.0
23,23,7,33,1.0
23,23,7,34,1.0
23,23,7,35,1.0
23,23,7,36,1.0
23,23,7,37,1.0
23,23,7,38,1.0
23,23,7,39,1.0
23,23,7,40,1.0
23,23,7,41,1.0
23,23,7,42,1.0
23,23,7,43,1.0
23,23,7,44,1.0
23,23,7,45,1.0
23,23,7,46,1.0
23,23,7,47,1.0
23,23,7,48,1.0
23,23,7,49,1.0
23,23,7,50,1.0
23,23,7,51,1.0
23,23,7,52,1.0
23,23,7,53,1.0
23,23,7,54,1.0
23,23,7,55,1.0
23,23,7,56,1.0
23,23,7,57,1.0
23,23,7,58,1.0
23,23,7,59,1.0
23,23,7,60,1.0
23,23,8,1,1.0
23,23,8,2,1.0
23,23,8,3,1.0
23,23,8,4,1.0
23,23,8,5,1.0
23,23,8,6,1.0
23,23,8,7,1.0
23,23,8,8,1.0
23,23,8,9,1.0
23,23,8,10,1.0
23,23,8,11,1.0
23,23,8,12,1.0
23,23,8,13,1.0
23,23,8,14,1.0
23,23,8,15,1.0
23,23,8,16,1.0
23,23,8,17,1.0
23,23,8,18,1.0
23,23,8,19,1.0
23,23,8,20,1.0
23,23,8,21,1.0
23,23,8,22,1.0
23,23,8,23,1.0
23,23,8,24,1.0
23,23,8,25,1.0
23,23,8,26,1.0
23,23,8,27,1.0
23,23,8,28,1.0
23,23,8,29,1.0
23,23,8,30,1.0
23,23,8,31,1.0
23,23,8,32,1.0
23,23,8,33,1.0
23,23,8,34,1.0
23,23,8,35,1.0
23,23,8,36,1.0
23,23,8,37,1.0
23,23,8,38,1.0
23,23,8,39,1.0
23,23,8,40,1.0
23,23,8,41,1.0
23,23,8,42,1.0
23,23,8,43,1.0
23,23,8,44,1.0
23,23,8,45,1.0
23,23,8,46,1.0
23,23,8,47,1.0
23,23,8,48,1.0
23,23,8,49,1.0
23,23,8,50,1.0
23,23,8,51,1.0
23,23,8,52,1.0
23,23,8,53,1.0
23,23,8,54,1.0
23,23,8,55,1.0
23,23,8,56,1.0
23,23,8,57,1.0
23,23,8,58,1.0
23,23,8,59,1.0
23,23,8,60,1.0
23,23,9,1,1.0
23,23,9,2,1.0
23,23,9,3,1.0
23,23,9,4,1.0
23,23,9,5,1.0
23,23,9,6,1.0
23,23,9,7,1.0
23,23,9,8,1.0
23,23,9,9,1.0
23,23,9,10,1.0
23,23,9,11,1.0
23,23,9,12,1.0
23,23,9,13,1.0
23,23,9,14,1.0
23,23,9,15,1.0
23,23,9,16,1.0
23,23,9,17,1.0
23,23,9,18,1.0
23,23,9,19,1.0
23,23,9,20,1.0
23,23,9,21,1.0
23,23,9,22,1.0
23,23,9,23,1.0
23,23,9,24,1.0
23,23,9,25,1.0
23,23,9,26,1.0
23,23,9,27,1.0
23,23,9,28,1.0
23,23,9,29,1.0
23,23,9,30,1.0
23,23,9,31,1.0
23,23,9,32,1.0
23,23,9,33,1.0
23,23,9,34,1.0
23,23,9,35,1.0
23,23,9,36,1.0
23,23,9,37,1.0
23,23,9,38,1.0
23,23,9,39,1.0
23,23,9,40,1.0
23,23,9,41,1.0
23,23,9,42,1.0
23,23,9,43,1.0
23,23,9,44,1.0
23,23,9,45,1.0
23,23,9,46,1.0
23,23,9,47,1.0
23,23,9,48,1.0
23,23,9,49,1.0
23,23,9,50,1.0
23,23,9,51,1.0
23,23,9,52,1.0
23,23,9,53,1.0
23,23,9,54,1.0
23,23,9,55,1.0
23,23,9,56,1.0
23,23,9,57,1.0
23,23,9,58,1.0
23,23,9,59,1.0
23,23,9,60,1.0
23,23,10,1,1.0
23,23,10,2,1.0
23,23,10,3,1.0
23,23,10,4,1.0
23,23,10,5,1.0
23,23,10,6,1.0
23,23,10,7,1.0
23,23,10,8,1.0
23,23,10,9,1.0
23,23,10,10,1.0
23,23,10,11,1.0
23,23,10,12,1.0
23,23,10,13,1.0
23,23,10,14,1.0
23,23,10,15,1.0
23,23,10,16,1.0
23,23,10,17,1.0
23,23,10,18,1.0
23,23,10,19,1.0
23,23,10,20,1.0
23,23,10,21,1.0
23,23,10,22,1.0
23,23,10,23,1.0
23,23,10,24,1.0
23,23,10,25,1.0
23,23,10,26,1.0
23,23,10,27,1.0
23,23,10,28,1.0
23,23,10,29,1.0
23,23,10,30,1.0
23,23,10,31,1.0
23,23,10,32,1.0
23,23,10,33,1.0
23,23,10,34,1.0
23,23,10,35,1.0
23,23,10,36,1.0
23,23,10,37,1.0
23,23,10,38,1.0
23,23,10,39,1.0
23,23,10,40,1.0
23,23,10,41,1.0
23,23,10,42,1.0
23,23,10,43,1.0
23,23,10,44,1.0
23,23,10,45,1.0
23,23,10,46,1.0
23,23,10,47,1.0
23,23,10,48,1.0
23,23,10,49,1.0
23,23,10,50,1.0
23,23,10,51,1.0
23,23,10,52,1.0
23,23,10,53,1.0
23,23,10,54,1.0
23,23,10,55,1.0
23,23,10,56,1.0
23,23,10,57,1.0
23,23,10,58,1.0
23,23,10,59,1.0
23,23,10,60,1.0
23,23,11,1,1.0
23,23,11,2,1.0
23,23,11,3,1.0
23,23,11,4,1.0
23,23,11,5,1.0
23,23,11,6,1.0
23,23,11,7,1.0
23,23,11,8,1.0
23,23,11,9,1.0
23,23,11,10,1.0
23,23,11,11,1.0
23,23,11,12,1.0
23,23,11,13,1.0
23,23,11,14,1.0
23,23,11,15,1.0
23,23,11,16,1.0
23,23,11,17,1.0
23,23,11,18,1.0
23,23,11,19,1.0
23,23,11,20,1.0
23,23,11,21,1.0
23,23,11,22,1.0
23,23,11,23,1.0
23,23,11,24,1.0
23,23,11,25,1.0
23,23,11,26,1.0
23,23,11,27,1.0
23,23,11,28,1.0
23,23,11,29,1.0
23,23,11,30,1.0
23,23,11,31,1.0
23,23,11,32,1.0
23,23,11,33,1.0
23,23,11,34,1.0
23,23,11,35,1.0
23,23,11,36,1.0
23,23,11,37,1.0
23,23,11,38,1.0
23,23,11,39,1.0
23,23,11,40,1.0
23,23,11,41,1.0
23,23,11,42,1.0
23,23,11,43,1.0
23,23,11,44,1.0
23,23,11,45,1.0
23,23,11,46,1.0
23,23,11,47,1.0
23,23,11,48,1.0
23,23,11,49,1.0
23,23,11,50,1.0
23,23,11,51,1.0
23,23,11,52,1.0
23,23,11,53,1.0
23,23,11,54,1.0
23,23,11,55,1.0
23,23,11,56,1.0
23,23,11,57,1.0
23,23,11,58,1.0
23,23,11,59,1.0
23,23,11,60,1.0
23,23,12,1,1.0
23,23,12,2,1.0
23,23,12,3,1.0
23,23,12,4,1.0
23,23,12,5,1.0
23,23,12,6,1.0
23,23,12,7,1.0
23,23,12,8,1.0
23,23,12,9,1.0
23,23,12,10,1.0
23,23,12,11,1.0
23,23,12,12,1.0
23,23,12,13,1.0
23,23,12,14,1.0
23,23,12,15,1.0
23,23,12,16,1.0
23,23,12,17,1.0
23,23,12,18,1.0
23,23,12,19,1.0
23,23,12,20,1.0
23,23,12,21,1.0
23,23,12,22,1.0
23,23,12,23,1.0
23,23,12,24,1.0
23,23,12,25,1.0
23,23,12,26,1.0
23,23,12,27,1.0
23,23,12,28,1.0
23,23,12,29,1.0
23,23,12,30,1.0
23,23,12,31,1.0
23,23,12,32,1.0
23,23,12,33,1.0
23,23,12,34,1.0
23,23,12,35,1.0
23,23,12,36,1.0
23,23,12,37,1.0
23,23,12,38,1.0
23,23,12,39,1.0
23,23,12,40,1.0
23,23,12,41,1.0
23,23,12,42,1.0
23,23,12,43,1.0
23,23,12,44,1.0
23,23,12,45,1.0
23,23,12,46,1.0
23,23,12,47,1.0
23,23,12,48,1.0
23,23,12,49,1.0
23,23,12,50,1.0
23,23,12,51,1.0
23,23,12,52,1.0
23,23,12,53,1.0
23,23,12,54,1.0
23,23,12,55,1.0
23,23,12,56,1.0
23,23,12,57,1.0
23,23,12,58,1.0
23,23,12,59,1.0
23,23,12,60,1.0
23,23,13,1,1.0
23,23,13,2,1.0
23,23,13,3,1.0
23,23,13,4,1.0
23,23,13,5,1.0
23,23,13,6,1.0
23,23,13,7,1.0
23,23,13,8,1.0
23,23,13,9,1.0
23,23,13,10,1.0
23,23,13,11,1.0
23,23,13,12,1.0
23,23,13,13,1.0
23,23,13,14,1.0
23,23,13,15,1.0
23,23,13,16,1.0
23,23,13,17,1.0
23,23,13,18,1.0
23,23,13,19,1.0
23,23,13,20,1.0
23,23,13,21,1.0
23,23,13,22,1.0
23,23,13,23,1.0
23,23,13,24,1.0
23,23,13,25,1.0
23,23,13,26,1.0
23,23,13,27,1.0
23,23,13,28,1.0
23,23,13,29,1.0
23,23,13,30,1.0
23,23,13,31,1.0
23,23,13,32,1.0
23,23,13,33,1.0
23,23,13,34,1.0
23,23,13,35,1.0
23,23,13,36,1.0
23,23,13,37,1.0
23,23,13,38,1.0
23,23,13,39,1.0
23,23,13,40,1.0
23,23,13,41,1.0
23,23,13,42,1.0
23,23,13,43,1.0
23,23,13,44,1.0
23,23,13,45,1.0
23,23,13,46,1.0
23,23,13,47,1.0
23,23,13,48,1.0
23,23,13,49,1.0
23,23,13,50,1.0
23,23,13,51,1.0
23,23,13,52,1.0
23,23,13,53,1.0
23,23,13,54,1.0
23,23,13,55,1.0
23,23,13,56,1.0
23,23,13,57,1.0
23,23,13,58,1.0
23,23,13,59,1.0
23,23,13,60,1.0
23,23,14,1,1.0
23,23,14,2,1.0
23,23,14,3,1.0
23,23,14,4,1.0
23,23,14,5,1.0
23,23,14,6,1.0
23,23,14,7,1.0
23,23,14,8,1.0
23,23,14,9,1.0
23,23,14,10,1.0
23,23,14,11,1.0
23,23,14,12,1.0
23,23,14,13,1.0
23,23,14,14,1.0
23,23,14,15,1.0
23,23,14,16,1.0
23,23,14,17,1.0
23,23,14,18,1.0
23,23,14,19,1.0
23,23,14,20,1.0
23,23,14,21,1.0
23,23,14,22,1.0
23,23,14,23,1.0
23,23,14,24,1.0
23,23,14,25,1.0
23,23,14,26,1.0
23,23,14,27,1.0
23,23,14,28,1.0
23,23,14,29,1.0
23,23,14,30,1.0
23,23,14,31,1.0
23,23,14,32,1.0
23,23,14,33,1.0
23,23,14,34,1.0
23,23,14,35,1.0
23,23,14,36,1.0
23,23,14,37,1.0
23,23,14,38,1.0
23,23,14,39,1.0
23,23,14,40,1.0
23,23,14,41,1.0
23,23,14,42,1.0
23,23,14,43,1.0
23,23,14,44,1.0
23,23,14,45,1.0
23,23,14,46,1.0
23,23,14,47,1.0
23,23,14,48,1.0
23,23,14,49,1.0
23,23,14,50,1.0
23,23,14,51,1.0
23,23,14,52,1.0
23,23,14,53,1.0
23,23,14,54,1.0
23,23,14,55,1.0
23,23,14,56,1.0
23,23,14,57,1.0
23,23,14,58,1.0
23,23,14,59,1.0
23,23,14,60,1.0
23,23,15,1,1.0
23,23,15,2,1.0
23,23,15,3,1.0
23,23,15,4,1.0
23,23,15,5,1.0
23,23,15,6,1.0
23,23,15,7,1.0
23,23,15,8,1.0
23,23,15,9,1.0
23,23,15,10,1.0
23,23,15,11,1.0
23,23,15,12,1.0
23,23,15,13,1.0
23,23,15,14,1.0
23,23,15,15,1.0
23,23,15,16,1.0
23,23,15,17,1.0
23,23,15,18,1.0
23,23,15,19,1.0
23,23,15,20,1.0
23,23,15,21,1.0
23,23,15,22,1.0
23,23,15,23,1.0
23,23,15,24,1.0
23,23,15,25,1.0
23,23,15,26,1.0
23,23,15,27,1.0
23,23,15,28,1.0
23,23,15,29,1.0
23,23,15,30,1.0
23,23,15,31,1.0
23,23,15,32,1.0
23,23,15,33,1.0
23,23,15,34,1.0
23,23,15,35,1.0
23,23,15,36,1.0
23,23,15,37,1.0
23,23,15,38,1.0
23,23,15,39,1.0
23,23,15,40,1.0
23,23,15,41,1.0
23,23,15,42,1.0
23,23,15,43,1.0
23,23,15,44,1.0
23,23,15,45,1.0
23,23,15,46,1.0
23,23,15,47,1.0
23,23,15,48,1.0
23,23,15,49,1.0
23,23,15,50,1.0
23,23,15,51,1.0
23,23,15,52,1.0
23,23,15,53,1.0
23,23,15,54,1.0
23,23,15,55,1.0
23,23,15,56,1.0
23,23,15,57,1.0
23,23,15,58,1.0
23,23,15,59,1.0
23,23,15,60,1.0
23,23,16,1,1.0
23,23,16,2,1.0
23,23,16,3,1.0
23,23,16,4,1.0
23,23,16,5,1.0
23,23,16,6,1.0
23,23,16,7,1.0
23,23,16,8,1.0
23,23,16,9,1.0
23,23,16,10,1.0
23,23,16,11,1.0
23,23,16,12,1.0
23,23,16,13,1.0
23,23,16,14,1.0
23,23,16,15,1.0
23,23,16,16,1.0
23,23,16,17,1.0
23,23,16,18,1.0
23,23,16,19,1.0
23,23,16,20,1.0
23,23,16,21,1.0
23,23,16,22,1.0
23,23,16,23,1.0
23,23,16,24,1.0
23,23,16,25,1.0
23,23,16,26,1.0
23,23,16,27,1.0
23,23,16,28,1.0
23,23,16,29,1.0
23,23,16,30,1.0
23,23,16,31,1.0
23,23,16,32,1.0
23,23,16,33,1.0
23,23,16,34,1.0
23,23,16,35,1.0
23,23,16,36,1.0
23,23,16,37,1.0
23,23,16,38,1.0
23,23,16,39,1.0
23,23,16,40,1.0
23,23,16,41,1.0
23,23,16,42,1.0
23,23,16,43,1.0
23,23,16,44,1.0
23,23,16,45,1.0
23,23,16,46,1.0
23,23,16,47,1.0
23,23,16,48,1.0
23,23,16,49,1.0
23,23,16,50,1.0
23,23,16,51,1.0
23,23,16,52,1.0
23,23,16,53,1.0
23,23,16,54,1.0
23,23,16,55,1.0
23,23,16,56,1.0
23,23,16,57,1.0
23,23,16,58,1.0
23,23,16,59,1.0
23,23,16,60,1.0
23,23,17,1,1.0
23,23,17,2,1.0
23,23,17,3,1.0
23,23,17,4,1.0
23,23,17,5,1.0
23,23,17,6,1.0
23,23,17,7,1.0
23,23,17,8,1.0
23,23,17,9,1.0
23,23,17,10,1.0
23,23,17,11,1.0
23,23,17,12,1.0
23,23,17,13,1.0
23,23,17,14,1.0
23,23,17,15,1.0
23,23,17,16,1.0
23,23,17,17,1.0
23,23,17,18,1.0
23,23,17,19,1.0
23,23,17,20,1.0
23,23,17,21,1.0
23,23,17,22,1.0
23,23,17,23,1.0
23,23,17,24,1.0
23,23,17,25,1.0
23,23,17,26,1.0
23,23,17,27,1.0
23,23,17,28,1.0
23,23,17,29,1.0
23,23,17,30,1.0
23,23,17,31,1.0
23,23,17,32,1.0
23,23,17,33,1.0
23,23,17,34,1.0
23,23,17,35,1.0
23,23,17,36,1.0
23,23,17,37,1.0
23,23,17,38,1.0
23,23,17,39,1.0
23,23,17,40,1.0
23,23,17,41,1.0
23,23,17,42,1.0
23,23,17,43,1.0
23,23,17,44,1.0
23,23,17,45,1.0
23,23,17,46,1.0
23,23,17,47,1.0
23,23,17,48,1.0
23,23,17,49,1.0
23,23,17,50,1.0
23,23,17,51,1.0
23,23,17,52,1.0
23,23,17,53,1.0
23,23,17,54,1.0
23,23,17,55,1.0
23,23,17,56,1.0
23,23,17,57,1.0
23,23,17,58,1.0
23,23,17,59,1.0
23,23,17,60,1.0
23,23,18,1,1.0
23,23,18,2,1.0
23,23,18,3,1.0
23,23,18,4,1.0
23,23,18,5,1.0
23,23,18,6,1.0
23,23,18,7,1.0
23,23,18,8,1.0
23,23,18,9,1.0
23,23,18,10,1.0
23,23,18,11,1.0
23,23,18,12,1.0
23,23,18,13,1.0
23,23,18,14,1.0
23,23,18,15,1.0
23,23,18,16,1.0
23,23,18,17,1.0
23,23,18,18,1.0
23,23,18,19,1.0
23,23,18,20,1.0
23,23,18,21,1.0
23,23,18,22,1.0
23,23,18,23,1.0
23,23,18,24,1.0
23,23,18,25,1.0
23,23,18,26,1.0
23,23,18,27,1.0
23,23,18,28,1.0
23,23,18,29,1.0
23,23,18,30,1.0
23,23,18,31,1.0
23,23,18,32,1.0
23,23,18,33,1.0
23,23,18,34,1.0
23,23,18,35,1.0
23,23,18,36,1.0
23,23,18,37,1.0
23,23,18,38,1.0
23,23,18,39,1.0
23,23,18,40,1.0
23,23,18,41,1.0
23,23,18,42,1.0
23,23,18,43,1.0
23,23,18,44,1.0
23,23,18,45,1.0
23,23,18,46,1.0
23,23,18,47,1.0
23,23,18,48,1.0
23,23,18,49,1.0
23,23,18,50,1.0
23,23,18,51,1.0
23,23,18,52,1.0
23,23,18,53,1.0
23,23,18,54,1.0
23,23,18,55,1.0
23,23,18,56,1.0
23,23,18,57,1.0
23,23,18,58,1.0
23,23,18,59,1.0
23,23,18,60,1.0
23,28,8,20,1.0
23,30,8,1,1.0
24,24,1,1,1.0
24,24,1,2,1.0
24,24,1,3,1.0
24,24,1,4,1.0
24,24,1,5,1.0
24,24,1,6,1.0
24,24,1,7,1.0
24,24,1,8,1.0
24,24,1,9,1.0
24,24,1,10,1.0
24,24,1,11,1.0
24,24,1,12,1.0
24,24,1,13,1.0
24,24,1,14,1.0
24,24,1,15,1.0
24,24,1,16,1.0
24,24,1,17,1.0
24,24,1,18,1.0
24,24,1,19,1.0
24,24,1,20,1.0
24,24,1,21,1.0
24,24,1,22,1.0
24,24,1,23,1.0
24,24,1,24,1.0
24,24,1,25,1.0
24,24,1,26,1.0
24,24,1,27,1.0
24,24,1,28,1.0
24,24,1,29,1.0
24,24,1,30,1.0
24,24,1,31,1.0
24,24,1,32,1.0
24,24,1,33,1.0
24,24,1,34,1.0
24,24,1,35,1.0
24,24,1,36,1.0
24,24,1,37,1.0
24,24,1,38,1.0
24,24,1,39,1.0
24,24,1,40,1.0
24,24,1,41,1.0
24,24,1,42,1.0
24,24,1,43,1.0
24,24,1,44,1.0
24,24,1,45,1.0
24,24,1,46,1.0
24,24,1,47,1.0
24,24,1,48,1.0
24,24,1,49,1.0
24,24,1,50,1.0
24,24,1,51,1.0
24,24,1,52,1.0
24,24,1,53,1.0
24,24,1,54,1.0
24,24,1,55,1.0
24,24,1,56,1.0
24,24,1,57,1.0
24,24,1,58,1.0
24,24,1,59,1.0
24,24,1,60,1.0
24,24,2,1,1.0
24,24,2,2,1.0
24,24,2,3,1.0
24,24,2,4,1.0
24,24,2,5,1.0
24,24,2,6,1.0
24,24,2,7,1.0
24,24,2,8,1.0
24,24,2,9,1.0
24,24,2,10,1.0
24,24,2,11,1.0
24,24,2,12,1.0
24,24,2,13,1.0
24,24,2,14,1.0
24,24,2,15,1.0
24,24,2,16,1.0
24,24,2,17,1.0
24,24,2,18,1.0
24,24,2,19,1.0
24,24,2,20,1.0
24,24,2,21,1.0
24,24,2,22,1.0
24,24,2,23,1.0
24,24,2,24,1.0
24,24,2,25,1.0
24,24,2,26,1.0
24,24,2,27,1.0
24,24,2,28,1.0
24,24,2,29,1.0
24,24,2,30,1.0
24,24,2,31,1.0
24,24,2,32,1.0
24,24,2,33,1.0
24,24,2,34,1.0
24,24,2,35,1.0
24,24,2,36,1.0
24,24,2,37,1.0
24,24,2,38,1.0
24,24,2,39,1.0
24,24,2,40,1.0
24,24,2,41,1.0
24,24,2,42,1.0
24,24,2,43,1.0
24,24,2,44,1.0
24,24,2,45,1.0
24,24,2,46,1.0
24,24,2,47,1.0
24,24,2,48,1.0
24,24,2,49,1.0
24,24,2,50,1.0
24,24,2,51,1.0
24,24,2,52,1.0
24,24,2,53,1.0
24,24,2,54,1.0
24,24,2,55,1.0
24,24,2,56,1.0
24,24,2,57,1.0
24,24,2,58,1.0
24,24,2,59,1.0
24,24,2,60,1.0
24,24,3,1,1.0
24,24,3,2,1.0
24,24,3,3,1.0
24,24,3,4,1.0
24,24,3,5,1.0
24,24,3,6,1.0
24,24,3,7,1.0
24,24,3,8,1.0
24,24,3,9,1.0
24,24,3,10,1.0
24,24,3,11,1.0
24,24,3,12,1.0
24,24,3,13,1.0
24,24,3,14,1.0
24,24,3,15,1.0
24,24,3,16,1.0
24,24,3,17,1.0
24,24,3,18,1.0
24,24,3,19,1.0
24,24,3,20,1.0
24,24,3,21,1.0
24,24,3,22,1.0
24,24,3,23,1.0
24,24,3,24,1.0
24,24,3,25,1.0
24,24,3,26,1.0
24,24,3,27,1.0
24,24,3,28,1.0
24,24,3,29,1.0
24,24,3,30,1.0
24,24,3,31,1.0
24,24,3,32,1.0
24,24,3,33,1.0
24,24,3,34,1.0
24,24,3,35,1.0
24,24,3,36,1.0
24,24,3,37,1.0
24,24,3,38,1.0
24,24,3,39,1.0
24,24,3,40,1.0
24,24,3,41,1.0
24,24,3,42,1.0
24,24,3,43,1.0
24,24,3,44,1.0
24,24,3,45,1.0
24,24,3,46,1.0
24,24,3,47,1.0
24,24,3,48,1.0
24,24,3,49,1.0
24,24,3,50,1.0
24,24,3,51,1.0
24,24,3,52,1.0
24,24,3,53,1.0
24,24,3,54,1.0
24,24,3,55,1.0
24,24,3,56,1.0
24,24,3,57,1.0
24,24,3,58,1.0
24,24,3,59,1.0
24,24,3,60,1.0
24,24,4,1,1.0
24,24,4,2,1.0
24,24,4,3,1.0
24,24,4,4,1.0
24,24,4,5,1.0
24,24,4,6,1.0
24,24,4,7,1.0
24,24,4,8,1.0
24,24,4,9,1.0
24,24,4,10,1.0
24,24,4,11,1.0
24,24,4,12,1.0
24,24,4,13,1.0
24,24,4,14,1.0
24,24,4,15,1.0
24,24,4,16,1.0
24,24,4,17,1.0
24,24,4,18,1.0
24,24,4,19,1.0
24,24,4,20,1.0
24,24,4,21,1.0
24,24,4,22,1.0
24,24,4,23,1.0
24,24,4,24,1.0
24,24,4,25,1.0
24,24,4,26,1.0
24,24,4,27,1.0
24,24,4,28,1.0
24,24,4,29,1.0
24,24,4,30,1.0
24,24,4,31,1.0
24,24,4,32,1.0
24,24,4,33,1.0
24,24,4,34,1.0
24,24,4,35,1.0
24,24,4,36,1.0
24,24,4,37,1.0
24,24,4,38,1.0
24,24,4,39,1.0
24,24,4,40,1.0
