dim_1,dim_2,dim_3,dim_4,value
22,22,1,56,1.0
22,22,1,57,1.0
22,22,1,58,1.0
22,22,1,59,1.0
22,22,1,60,1.0
22,22,2,1,1.0
22,22,2,2,1.0
22,22,2,3,1.0
22,22,2,4,1.0
22,22,2,5,1.0
22,22,2,6,1.0
22,22,2,7,1.0
22,22,2,8,1.0
22,22,2,9,1.0
22,22,2,10,1.0
22,22,2,11,1.0
22,22,2,12,1.0
22,22,2,13,1.0
22,22,2,14,1.0
22,22,2,15,1.0
22,22,2,16,1.0
22,22,2,17,1.0
22,22,2,18,1.0
22,22,2,19,1.0
22,22,2,20,1.0
22,22,2,21,1.0
22,22,2,22,1.0
22,22,2,23,1.0
22,22,2,24,1.0
22,22,2,25,1.0
22,22,2,26,1.0
22,22,2,27,1.0
22,22,2,28,1.0
22,22,2,29,1.0
22,22,2,30,1.0
22,22,2,31,1.0
22,22,2,32,1.0
22,22,2,33,1.0
22,22,2,34,1.0
22,22,2,35,1.0
22,22,2,36,1.0
22,22,2,37,1.0
22,22,2,38,1.0
22,22,2,39,1.0
22,22,2,40,1.0
22,22,2,41,1.0
22,22,2,42,1.0
22,22,2,43,1.0
22,22,2,44,1.0
22,22,2,45,1.0
22,22,2,46,1.0
22,22,2,47,1.0
22,22,2,48,1.0
22,22,2,49,1.0
22,22,2,50,1.0
22,22,2,51,1.0
22,22,2,52,1.0
22,22,2,53,1.0
22,22,2,54,1.0
22,22,2,55,1.0
22,22,2,56,1.0
22,22,2,57,1.0
22,22,2,58,1.0
22,22,2,59,1.0
22,22,2,60,1.0
22,22,3,1,1.0
22,22,3,2,1.0
22,22,3,3,1.0
22,22,3,4,1.0
22,22,3,5,1.0
22,22,3,6,1.0
22,22,3,7,1.0
22,22,3,8,1.0
22,22,3,9,1.0
22,22,3,10,1.0
22,22,3,11,1.0
22,22,3,12,1.0
22,22,3,13,1.0
22,22,3,14,1.0
22,22,3,15,1.0
22,22,3,16,1.0
22,22,3,17,1.0
22,22,3,18,1.0
22,22,3,19,1.0
22,22,3,20,1.0
22,22,3,21,1.0
22,22,3,22,1.0
22,22,3,23,1.0
22,22,3,24,1.0
22,22,3,25,1.0
22,22,3,26,1.0
22,22,3,27,1.0
22,22,3,28,1.0
22,22,3,29,1.0
22,22,3,30,1.0
22,22,3,31,1.0
22,22,3,32,1.0
22,22,3,33,1.0
22,22,3,34,1.0
22,22,3,35,1.0
22,22,3,36,1.0
22,22,3,37,1.0
22,22,3,38,1.0
22,22,3,39,1.0
22,22,3,40,1.0
22,22,3,41,1.0
22,22,3,42,1.0
22,22,3,43,1.0
22,22,3,44,1.0
22,22,3,45,1.0
22,22,3,46,1.0
22,22,3,47,1.0
22,22,3,48,1.0
22,22,3,49,1.0
22,22,3,50,1.0
22,22,3,51,1.0
22,22,3,52,1.0
22,22,3,53,1.0
22,22,3,54,1.0
22,22,3,55,1.0
22,22,3,56,1.0
22,22,3,57,1.0
22,22,3,58,1.0
22,22,3,59,1.0
22,22,3,60,1.0
22,22,4,1,1.0
22,22,4,2,1.0
22,22,4,3,1.0
22,22,4,4,1.0
22,22,4,5,1.0
22,22,4,6,1.0
22,22,4,7,1.0
22,22,4,8,1.0
22,22,4,9,1.0
22,22,4,10,1.0
22,22,4,11,1.0
22,22,4,12,1.0
22,22,4,13,1.0
22,22,4,14,1.0
22,22,4,15,1.0
22,22,4,16,1.0
22,22,4,17,1.0
22,22,4,18,1.0
22,22,4,19,1.0
22,22,4,20,1.0
22,22,4,21,1.0
22,22,4,22,1.0
22,22,4,23,1.0
22,22,4,24,1.0
22,22,4,25,1.0
22,22,4,26,1.0
22,22,4,27,1.0
22,22,4,28,1.0
22,22,4,29,1.0
22,22,4,30,1.0
22,22,4,31,1.0
22,22,4,32,1.0
22,22,4,33,1.0
22,22,4,34,1.0
22,22,4,35,1.0
22,22,4,36,1.0
22,22,4,37,1.0
22,22,4,38,1.0
22,22,4,39,1.0
22,22,4,40,1.0
22,22,4,41,1.0
22,22,4,42,1.0
22,22,4,43,1.0
22,22,4,44,1.0
22,22,4,45,1.0
22,22,4,46,1.0
22,22,4,47,1.0
22,22,4,48,1.0
22,22,4,49,1.0
22,22,4,50,1.0
22,22,4,51,1.0
22,22,4,52,1.0
22,22,4,53,1.0
22,22,4,54,1.0
22,22,4,55,1.0
22,22,4,56,1.0
22,22,4,57,1.0
22,22,4,58,1.0
22,22,4,59,1.0
22,22,4,60,1.0
22,22,5,1,1.0
22,22,5,2,1.0
22,22,5,3,1.0
22,22,5,4,1.0
22,22,5,5,1.0
22,22,5,6,1.0
22,22,5,7,1.0
22,22,5,8,1.0
22,22,5,9,1.0
22,22,5,10,1.0
22,22,5,11,1.0
22,22,5,12,1.0
22,22,5,13,1.0
22,22,5,14,1.0
22,22,5,15,1.0
22,22,5,16,1.0
22,22,5,17,1.0
22,22,5,18,1.0
22,22,5,19,1.0
22,22,5,20,1.0
22,22,5,21,1.0
22,22,5,22,1.0
22,22,5,23,1.0
22,22,5,24,1.0
22,22,5,25,1.0
22,22,5,26,1.0
22,22,5,27,1.0
22,22,5,28,1.0
22,22,5,29,1.0
22,22,5,30,1.0
22,22,5,31,1.0
22,22,5,32,1.0
22,22,5,33,1.0
22,22,5,34,1.0
22,22,5,35,1.0
22,22,5,36,1.0
22,22,5,37,1.0
22,22,5,38,1.0
22,22,5,39,1.0
22,22,5,40,1.0
22,22,5,41,1.0
22,22,5,42,1.0
22,22,5,43,1.0
22,22,5,44,1.0
22,22,5,45,1.0
22,22,5,46,1.0
22,22,5,47,1.0
22,22,5,48,1.0
22,22,5,49,1.0
22,22,5,50,1.0
22,22,5,51,1.0
22,22,5,52,1.0
22,22,5,53,1.0
22,22,5,54,1.0
22,22,5,55,1.0
22,22,5,56,1.0
22,22,5,57,1.0
22,22,5,58,1.0
22,22,5,59,1.0
22,22,5,60,1.0
22,22,6,1,1.0
22,22,6,2,1.0
22,22,6,3,1.0
22,22,6,4,1.0
22,22,6,5,1.0
22,22,6,6,1.0
22,22,6,7,1.0
22,22,6,8,1.0
22,22,6,9,1.0
22,22,6,10,1.0
22,22,6,11,1.0
22,22,6,12,1.0
22,22,6,13,1.0
22,22,6,14,1.0
22,22,6,15,1.0
22,22,6,16,1.0
22,22,6,17,1.0
22,22,6,18,1.0
22,22,6,19,1.0
22,22,6,20,1.0
22,22,6,21,1.0
22,22,6,22,1.0
22,22,6,23,1.0
22,22,6,24,1.0
22,22,6,25,1.0
22,22,6,26,1.0
22,22,6,27,1.0
22,22,6,28,1.0
22,22,6,29,1.0
22,22,6,30,1.0
22,22,6,31,1.0
22,22,6,32,1.0
22,22,6,33,1.0
22,22,6,34,1.0
22,22,6,35,1.0
22,22,6,36,1.0
22,22,6,37,1.0
22,22,6,38,1.0
22,22,6,39,1.0
22,22,6,40,1.0
22,22,6,41,1.0
22,22,6,42,1.0
22,22,6,43,1.0
22,22,6,44,1.0
22,22,6,45,1.0
22,22,6,46,1.0
22,22,6,47,1.0
22,22,6,48,1.0
22,22,6,49,1.0
22,22,6,50,1.0
22,22,6,51,1.0
22,22,6,52,1.0
22,22,6,53,1.0
22,22,6,54,1.0
22,22,6,55,1.0
22,22,6,56,1.0
22,22,6,57,1.0
22,22,6,58,1.0
22,22,6,59,1.0
22,22,6,60,1.0
22,22,7,1,1.0
22,22,7,2,1.0
22,22,7,3,1.0
22,22,7,4,1.0
22,22,7,5,1.0
22,22,7,6,1.0
22,22,7,7,1.0
22,22,7,8,1.0
22,22,7,9,1.0
22,22,7,10,1.0
22,22,7,11,1.0
22,22,7,12,1.0
22,22,7,13,1.0
22,22,7,14,1.0
22,22,7,15,1.0
22,22,7,16,1.0
22,22,7,17,1.0
22,22,7,18,1.0
22,22,7,19,1.0
22,22,7,20,1.0
22,22,7,21,1.0
22,22,7,22,1.0
22,22,7,23,1.0
22,22,7,24,1.0
22,22,7,25,1.0
22,22,7,26,1.0
22,22,7,27,1.0
22,22,7,28,1.0
22,22,7,29,1.0
22,22,7,30,1.0
22,22,7,31,1.0
22,22,7,32,1.0
22,22,7,33,1.0
22,22,7,34,1.0
22,22,7,35,1.0
22,22,7,36,1.0
22,22,7,37,1.0
22,22,7,38,1.0
22,22,7,39,1.0
22,22,7,40,1.0
22,22,7,41,1.0
22,22,7,42,1.0
22,22,7,43,1.0
22,22,7,44,1.0
22,22,7,45,1.0
22,22,7,46,1.0
22,22,7,47,1.0
22,22,7,48,1.0
22,22,7,49,1.0
22,22,7,50,1.0
22,22,7,51,1.0
22,22,7,52,1.0
22,22,7,53,1.0
22,22,7,54,1.0
22,22,7,55,1.0
22,22,7,56,1.0
22,22,7,57,1.0
22,22,7,58,1.0
22,22,7,59,1.0
22,22,7,60,1.0
22,22,8,1,1.0
22,22,8,2,1.0
22,22,8,3,1.0
22,22,8,4,1.0
22,22,8,5,1.0
22,22,8,6,1.0
22,22,8,7,1.0
22,22,8,8,1.0
22,22,8,9,1.0
22,22,8,10,1.0
22,22,8,11,1.0
22,22,8,12,1.0
22,22,8,13,1.0
22,22,8,14,1.0
22,22,8,15,1.0
22,22,8,16,1.0
22,22,8,17,1.0
22,22,8,18,1.0
22,22,8,19,1.0
22,22,8,20,1.0
22,22,8,21,1.0
22,22,8,22,1.0
22,22,8,23,1.0
22,22,8,24,1.0
22,22,8,25,1.0
22,22,8,26,1.0
22,22,8,27,1.0
22,22,8,28,1.0
22,22,8,29,1.0
22,22,8,30,1.0
22,22,8,31,1.0
22,22,8,32,1.0
22,22,8,33,1.0
22,22,8,34,1.0
22,22,8,35,1.0
22,22,8,36,1.0
22,22,8,37,1.0
22,22,8,38,1.0
22,22,8,39,1.0
22,22,8,40,1.0
22,22,8,41,1.0
22,22,8,42,1.0
22,22,8,43,1.0
22,22,8,44,1.0
22,22,8,45,1.0
22,22,8,46,1.0
22,22,8,47,1.0
22,22,8,48,1.0
22,22,8,49,1.0
22,22,8,50,1.0
22,22,8,51,1.0
22,22,8,52,1.0
22,22,8,53,1.0
22,22,8,54,1.0
22,22,8,55,1.0
22,22,8,56,1.0
22,22,8,57,1.0
22,22,8,58,1.0
22,22,8,59,1.0
22,22,8,60,1.0
22,22,9,1,1.0
22,22,9,2,1.0
22,22,9,3,1.0
22,22,9,4,1.0
22,22,9,5,1.0
22,22,9,6,1.0
22,22,9,7,1.0
22,22,9,8,1.0
22,22,9,9,1.0
22,22,9,10,1.0
22,22,9,11,1.0
22,22,9,12,1.0
22,22,9,13,1.0
22,22,9,14,1.0
22,22,9,15,1.0
22,22,9,16,1.0
22,22,9,17,1.0
22,22,9,18,1.0
22,22,9,19,1.0
22,22,9,20,1.0
22,22,9,21,1.0
22,22,9,22,1.0
22,22,9,23,1.0
22,22,9,24,1.0
22,22,9,25,1.0
22,22,9,26,1.0
22,22,9,27,1.0
22,22,9,28,1.0
22,22,9,29,1.0
22,22,9,30,1.0
22,22,9,31,1.0
22,22,9,32,1.0
22,22,9,33,1.0
22,22,9,34,1.0
22,22,9,35,1.0
22,22,9,36,1.0
22,22,9,37,1.0
22,22,9,38,1.0
22,22,9,39,1.0
22,22,9,40,1.0
22,22,9,41,1.0
22,22,9,42,1.0
22,22,9,43,1.0
22,22,9,44,1.0
22,22,9,45,1.0
22,22,9,46,1.0
22,22,9,47,1.0
22,22,9,48,1.0
22,22,9,49,1.0
22,22,9,50,1.0
22,22,9,51,1.0
22,22,9,52,1.0
22,22,9,53,1.0
22,22,9,54,1.0
22,22,9,55,1.0
22,22,9,56,1.0
22,22,9,57,1.0
22,22,9,58,1.0
22,22,9,59,1.0
22,22,9,60,1.0
22,22,10,1,1.0
22,22,10,2,1.0
22,22,10,3,1.0
22,22,10,4,1.0
22,22,10,5,1.0
22,22,10,6,1.0
22,22,10,7,1.0
22,22,10,8,1.0
22,22,10,9,1.0
22,22,10,10,1.0
22,22,10,11,1.0
22,22,10,12,1.0
22,22,10,13,1.0
22,22,10,14,1.0
22,22,10,15,1.0
22,22,10,16,1.0
22,22,10,17,1.0
22,22,10,18,1.0
22,22,10,19,1.0
22,22,10,20,1.0
22,22,10,21,1.0
22,22,10,22,1.0
22,22,10,23,1.0
22,22,10,24,1.0
22,22,10,25,1.0
22,22,10,26,1.0
22,22,10,27,1.0
22,22,10,28,1.0
22,22,10,29,1.0
22,22,10,30,1.0
22,22,10,31,1.0
22,22,10,32,1.0
22,22,10,33,1.0
22,22,10,34,1.0
22,22,10,35,1.0
22,22,10,36,1.0
22,22,10,37,1.0
22,22,10,38,1.0
22,22,10,39,1.0
22,22,10,40,1.0
22,22,10,41,1.0
22,22,10,42,1.0
22,22,10,43,1.0
22,22,10,44,1.0
22,22,10,45,1.0
22,22,10,46,1.0
22,22,10,47,1.0
22,22,10,48,1.0
22,22,10,49,1.0
22,22,10,50,1.0
22,22,10,51,1.0
22,22,10,52,1.0
22,22,10,53,1.0
22,22,10,54,1.0
22,22,10,55,1.0
22,22,10,56,1.0
22,22,10,57,1.0
22,22,10,58,1.0
22,22,10,59,1.0
22,22,10,60,1.0
22,22,11,1,1.0
22,22,11,2,1.0
22,22,11,3,1.0
22,22,11,4,1.0
22,22,11,5,1.0
22,22,11,6,1.0
22,22,11,7,1.0
22,22,11,8,1.0
22,22,11,9,1.0
22,22,11,10,1.0
22,22,11,11,1.0
22,22,11,12,1.0
22,22,11,13,1.0
22,22,11,14,1.0
22,22,11,15,1.0
22,22,11,16,1.0
22,22,11,17,1.0
22,22,11,18,1.0
22,22,11,19,1.0
22,22,11,20,1.0
22,22,11,21,1.0
22,22,11,22,1.0
22,22,11,23,1.0
22,22,11,24,1.0
22,22,11,25,1.0
22,22,11,26,1.0
22,22,11,27,1.0
22,22,11,28,1.0
22,22,11,29,1.0
22,22,11,30,1.0
22,22,11,31,1.0
22,22,11,32,1.0
22,22,11,33,1.0
22,22,11,34,1.0
22,22,11,35,1.0
22,22,11,36,1.0
22,22,11,37,1.0
22,22,11,38,1.0
22,22,11,39,1.0
22,22,11,40,1.0
22,22,11,41,1.0
22,22,11,42,1.0
22,22,11,43,1.0
22,22,11,44,1.0
22,22,11,45,1.0
22,22,11,46,1.0
22,22,11,47,1.0
22,22,11,48,1.0
22,22,11,49,1.0
22,22,11,50,1.0
22,22,11,51,1.0
22,22,11,52,1.0
22,22,11,53,1.0
22,22,11,54,1.0
22,22,11,55,1.0
22,22,11,56,1.0
22,22,11,57,1.0
22,22,11,58,1.0
22,22,11,59,1.0
22,22,11,60,1.0
22,22,12,1,1.0
22,22,12,2,1.0
22,22,12,3,1.0
22,22,12,4,1.0
22,22,12,5,1.0
22,22,12,6,1.0
22,22,12,7,1.0
22,22,12,8,1.0
22,22,12,9,1.0
22,22,12,10,1.0
22,22,12,11,1.0
22,22,12,12,1.0
22,22,12,13,1.0
22,22,12,14,1.0
22,22,12,15,1.0
22,22,12,16,1.0
22,22,12,17,1.0
22,22,12,18,1.0
22,22,12,19,1.0
22,22,12,20,1.0
22,22,12,21,1.0
22,22,12,22,1.0
22,22,12,23,1.0
22,22,12,24,1.0
22,22,12,25,1.0
22,22,12,26,1.0
22,22,12,27,1.0
22,22,12,28,1.0
22,22,12,29,1.0
22,22,12,30,1.0
22,22,12,31,1.0
22,22,12,32,1.0
22,22,12,33,1.0
22,22,12,34,1.0
22,22,12,35,1.0
22,22,12,36,1.0
22,22,12,37,1.0
22,22,12,38,1.0
22,22,12,39,1.0
22,22,12,40,1.0
22,22,12,41,1.0
22,22,12,42,1.0
22,22,12,43,1.0
22,22,12,44,1.0
22,22,12,45,1.0
22,22,12,46,1.0
22,22,12,47,1.0
22,22,12,48,1.0
22,22,12,49,1.0
22,22,12,50,1.0
22,22,12,51,1.0
22,22,12,52,1.0
22,22,12,53,1.0
22,22,12,54,1.0
22,22,12,55,1.0
22,22,12,56,1.0
22,22,12,57,1.0
22,22,12,58,1.0
22,22,12,59,1.0
22,22,12,60,1.0
22,22,13,1,1.0
22,22,13,2,1.0
22,22,13,3,1.0
22,22,13,4,1.0
22,22,13,5,1.0
22,22,13,6,1.0
22,22,13,7,1.0
22,22,13,8,1.0
22,22,13,9,1.0
22,22,13,10,1.0
22,22,13,11,1.0
22,22,13,12,1.0
22,22,13,13,1.0
22,22,13,14,1.0
22,22,13,15,1.0
22,22,13,16,1.0
22,22,13,17,1.0
22,22,13,18,1.0
22,22,13,19,1.0
22,22,13,20,1.0
22,22,13,21,1.0
22,22,13,22,1.0
22,22,13,23,1.0
22,22,13,24,1.0
22,22,13,25,1.0
22,22,13,26,1.0
22,22,13,27,1.0
22,22,13,28,1.0
22,22,13,29,1.0
22,22,13,30,1.0
22,22,13,31,1.0
22,22,13,32,1.0
22,22,13,33,1.0
22,22,13,34,1.0
22,22,13,35,1.0
22,22,13,36,1.0
22,22,13,37,1.0
22,22,13,38,1.0
22,22,13,39,1.0
22,22,13,40,1.0
22,22,13,41,1.0
22,22,13,42,1.0
22,22,13,43,1.0
22,22,13,44,1.0
22,22,13,45,1.0
22,22,13,46,1.0
22,22,13,47,1.0
22,22,13,48,1.0
22,22,13,49,1.0
22,22,13,50,1.0
22,22,13,51,1.0
22,22,13,52,1.0
22,22,13,53,1.0
22,22,13,54,1.0
22,22,13,55,1.0
22,22,13,56,1.0
22,22,13,57,1.0
22,22,13,58,1.0
22,22,13,59,1.0
22,22,13,60,1.0
22,22,14,1,1.0
22,22,14,2,1.0
22,22,14,3,1.0
22,22,14,4,1.0
22,22,14,5,1.0
22,22,14,6,1.0
22,22,14,7,1.0
22,22,14,8,1.0
22,22,14,9,1.0
22,22,14,10,1.0
22,22,14,11,1.0
22,22,14,12,1.0
22,22,14,13,1.0
22,22,14,14,1.0
22,22,14,15,1.0
22,22,14,16,1.0
22,22,14,17,1.0
22,22,14,18,1.0
22,22,14,19,1.0
22,22,14,20,1.0
22,22,14,21,1.0
22,22,14,22,1.0
22,22,14,23,1.0
22,22,14,24,1.0
22,22,14,25,1.0
22,22,14,26,1.0
22,22,14,27,1.0
22,22,14,28,1.0
22,22,14,29,1.0
22,22,14,30,1.0
22,22,14,31,1.0
22,22,14,32,1.0
22,22,14,33,1.0
22,22,14,34,1.0
22,22,14,35,1.0
22,22,14,36,1.0
22,22,14,37,1.0
22,22,14,38,1.0
22,22,14,39,1.0
22,22,14,40,1.0
22,22,14,41,1.0
22,22,14,42,1.0
22,22,14,43,1.0
22,22,14,44,1.0
22,22,14,45,1.0
22,22,14,46,1.0
22,22,14,47,1.0
22,22,14,48,1.0
22,22,14,49,1.0
22,22,14,50,1.0
22,22,14,51,1.0
22,22,14,52,1.0
22,22,14,53,1.0
22,22,14,54,1.0
22,22,14,55,1.0
22,22,14,56,1.0
22,22,14,57,1.0
22,22,14,58,1.0
22,22,14,59,1.0
22,22,14,60,1.0
22,22,15,1,1.0
22,22,15,2,1.0
22,22,15,3,1.0
22,22,15,4,1.0
22,22,15,5,1.0
22,22,15,6,1.0
22,22,15,7,1.0
22,22,15,8,1.0
22,22,15,9,1.0
22,22,15,10,1.0
22,22,15,11,1.0
22,22,15,12,1.0
22,22,15,13,1.0
22,22,15,14,1.0
22,22,15,15,1.0
22,22,15,16,1.0
22,22,15,17,1.0
22,22,15,18,1.0
22,22,15,19,1.0
22,22,15,20,1.0
22,22,15,21,1.0
22,22,15,22,1.0
22,22,15,23,1.0
22,22,15,24,1.0
22,22,15,25,1.0
22,22,15,26,1.0
22,22,15,27,1.0
22,22,15,28,1.0
22,22,15,29,1.0
22,22,15,30,1.0
22,22,15,31,1.0
22,22,15,32,1.0
22,22,15,33,1.0
22,22,15,34,1.0
22,22,15,35,1.0
22,22,15,36,1.0
22,22,15,37,1.0
22,22,15,38,1.0
22,22,15,39,1.0
22,22,15,40,1.0
22,22,15,41,1.0
22,22,15,42,1.0
22,22,15,43,1.0
22,22,15,44,1.0
22,22,15,45,1.0
22,22,15,46,1.0
22,22,15,47,1.0
22,22,15,48,1.0
22,22,15,49,1.0
22,22,15,50,1.0
22,22,15,51,1.0
22,22,15,52,1.0
22,22,15,53,1.0
22,22,15,54,1.0
22,22,15,55,1.0
22,22,15,56,1.0
22,22,15,57,1.0
22,22,15,58,1.0
22,22,15,59,1.0
22,22,15,60,1.0
22,22,16,1,1.0
22,22,16,2,1.0
22,22,16,3,1.0
22,22,16,4,1.0
22,22,16,5,1.0
22,22,16,6,1.0
22,22,16,7,1.0
22,22,16,8,1.0
22,22,16,9,1.0
22,22,16,10,1.0
22,22,16,11,1.0
22,22,16,12,1.0
22,22,16,13,1.0
22,22,16,14,1.0
22,22,16,15,1.0
22,22,16,16,1.0
22,22,16,17,1.0
22,22,16,18,1.0
22,22,16,19,1.0
22,22,16,20,1.0
22,22,16,21,1.0
22,22,16,22,1.0
22,22,16,23,1.0
22,22,16,24,1.0
22,22,16,25,1.0
22,22,16,26,1.0
22,22,16,27,1.0
22,22,16,28,1.0
22,22,16,29,1.0
22,22,16,30,1.0
22,22,16,31,1.0
22,22,16,32,1.0
22,22,16,33,1.0
22,22,16,34,1.0
22,22,16,35,1.0
22,22,16,36,1.0
22,22,16,37,1.0
22,22,16,38,1.0
22,22,16,39,1.0
22,22,16,40,1.0
22,22,16,41,1.0
22,22,16,42,1.0
22,22,16,43,1.0
22,22,16,44,1.0
22,22,16,45,1.0
22,22,16,46,1.0
22,22,16,47,1.0
22,22,16,48,1.0
22,22,16,49,1.0
22,22,16,50,1.0
22,22,16,51,1.0
22,22,16,52,1.0
22,22,16,53,1.0
22,22,16,54,1.0
22,22,16,55,1.0
22,22,16,56,1.0
22,22,16,57,1.0
22,22,16,58,1.0
22,22,16,59,1.0
22,22,16,60,1.0
22,22,17,1,1.0
22,22,17,2,1.0
22,22,17,3,1.0
22,22,17,4,1.0
22,22,17,5,1.0
22,22,17,6,1.0
22,22,17,7,1.0
22,22,17,8,1.0
22,22,17,9,1.0
22,22,17,10,1.0
22,22,17,11,1.0
22,22,17,12,1.0
22,22,17,13,1.0
22,22,17,14,1.0
22,22,17,15,1.0
22,22,17,16,1.0
22,22,17,17,1.0
22,22,17,18,1.0
22,22,17,19,1.0
22,22,17,20,1.0
22,22,17,21,1.0
22,22,17,22,1.0
22,22,17,23,1.0
22,22,17,24,1.0
22,22,17,25,1.0
22,22,17,26,1.0
22,22,17,27,1.0
22,22,17,28,1.0
22,22,17,29,1.0
22,22,17,30,1.0
22,22,17,31,1.0
22,22,17,32,1.0
22,22,17,33,1.0
22,22,17,34,1.0
22,22,17,35,1.0
22,22,17,36,1.0
22,22,17,37,1.0
22,22,17,38,1.0
22,22,17,39,1.0
22,22,17,40,1.0
22,22,17,41,1.0
22,22,17,42,1.0
22,22,17,43,1.0
22,22,17,44,1.0
22,22,17,45,1.0
22,22,17,46,1.0
22,22,17,47,1.0
22,22,17,48,1.0
22,22,17,49,1.0
22,22,17,50,1.0
22,22,17,51,1.0
22,22,17,52,1.0
22,22,17,53,1.0
22,22,17,54,1.0
22,22,17,55,1.0
22,22,17,56,1.0
22,22,17,57,1.0
22,22,17,58,1.0
22,22,17,59,1.0
22,22,17,60,1.0
22,22,18,1,1.0
22,22,18,2,1.0
22,22,18,3,1.0
22,22,18,4,1.0
22,22,18,5,1.0
22,22,18,6,1.0
22,22,18,7,1.0
22,22,18,8,1.0
22,22,18,9,1.0
22,22,18,10,1.0
22,22,18,11,1.0
22,22,18,12,1.0
22,22,18,13,1.0
22,22,18,14,1.0
22,22,18,15,1.0
22,22,18,16,1.0
22,22,18,17,1.0
22,22,18,18,1.0
22,22,18,19,1.0
22,22,18,20,1.0
22,22,18,21,1.0
22,22,18,22,1.0
22,22,18,23,1.0
22,22,18,24,1.0
22,22,18,25,1.0
22,22,18,26,1.0
22,22,18,27,1.0
22,22,18,28,1.0
22,22,18,29,1.0
22,22,18,30,1.0
22,22,18,31,1.0
22,22,18,32,1.0
22,22,18,33,1.0
22,22,18,34,1.0
22,22,18,35,1.0
22,22,18,36,1.0
22,22,18,37,1.0
22,22,18,38,1.0
22,22,18,39,1.0
22,22,18,40,1.0
22,22,18,41,1.0
22,22,18,42,1.0
22,22,18,43,1.0
22,22,18,44,1.0
22,22,18,45,1.0
22,22,18,46,1.0
22,22,18,47,1.0
22,22,18,48,1.0
22,22,18,49,1.0
22,22,18,50,1.0
22,22,18,51,1.0
22,22,18,52,1.0
22,22,18,53,1.0
22,22,18,54,1.0
22,22,18,55,1.0
22,22,18,56,1.0
22,22,18,57,1.0
22,22,18,58,1.0
22,22,18,59,1.0
22,22,18,60,1.0
23,21,11,13,1.0
23,23,1,1,1.0
23,23,1,2,1.0
23,23,1,3,1.0
23,23,1,4,1.0
23,23,1,5,1.0
23,23,1,6,1.0
23,23,1,7,1.0
23,23,1,8,1.0
23,23,1,9,1.0
23,23,1,10,1.0
23,23,1,11,1.0
23,23,1,12,1.0
23,23,1,13,1.0
23,23,1,14,1.0
23,23,1,15,1.0
23,23,1,16,1.0
23,23,1,17,1.0
23,23,1,18,1.0
23,23,1,19,1.0
23,23,1,20,1.0
23,23,1,21,1.0
23,23,1,22,1.0
23,23,1,23,1.0
23,23,1,24,1.0
23,23,1,25,1.0
23,23,1,26,1.0
23,23,1,27,1.0
23,23,1,28,1.0
23,23,1,29,1.0
23,23,1,30,1.0
23,23,1,31,1.0
23,23,1,32,1.0
23,23,1,33,1.0
23,23,1,34,1.0
23,23,1,35,1.0
23,23,1,36,1.0
23,23,1,37,1.0
23,23,1,38,1.0
23,23,1,39,1.0
23,23,1,40,1.0
23,23,1,41,1.0
23,23,1,42,1.0
23,23,1,43,1.0
23,23,1,44,1.0
23,23,1,45,1.0
23,23,1,46,1.0
23,23,1,47,1.0
23,23,1,48,1.0
23,23,1,49,1.0
23,23,1,50,1.0
23,23,1,51,1.0
23,23,1,52,1.0
23,23,1,53,1.0
23,23,1,54,1.0
23,23,1,55,1.0
23,23,1,56,1.0
23,23,1,57,1.0
23,23,1,58,1.0
23,23,1,59,1.0
23,23,1,60,1.0
23,23,2,1,1.0
23,23,2,2,1.0
23,23,2,3,1.0
23,23,2,4,1.0
23,23,2,5,1.0
23,23,2,6,1.0
23,23,2,7,1.0
23,23,2,8,1.0
23,23,2,9,1.0
23,23,2,10,1.0
23,23,2,11,1.0
23,23,2,12,1.0
23,23,2,13,1.0
23,23,2,14,1.0
23,23,2,15,1.0
23,23,2,16,1.0
23,23,2,17,1.0
23,23,2,18,1.0
23,23,2,19,1.0
23,23,2,20,1.0
23,23,2,21,1.0
23,23,2,22,1.0
23,23,2,23,1.0
23,23,2,24,1.0
23,23,2,25,1.0
23,23,2,26,1.0
23,23,2,27,1.0
23,23,2,28,1.0
23,23,2,29,1.0
23,23,2,30,1.0
23,23,2,31,1.0
23,23,2,32,1.0
23,23,2,33,1.0
23,23,2,34,1.0
23,23,2,35,1.0
23,23,2,36,1.0
23,23,2,37,1.0
23,23,2,38,1.0
23,23,2,39,1.0
23,23,2,40,1.0
23,23,2,41,1.0
23,23,2,42,1.0
23,23,2,43,1.0
23,23,2,44,1.0
23,23,2,45,1.0
23,23,2,46,1.0
23,23,2,47,1.0
23,23,2,48,1.0
23,23,2,49,1.0
23,23,2,50,1.0
23,23,2,51,1.0
23,23,2,52,1.0
23,23,2,53,1.0
23,23,2,54,1.0
23,23,2,55,1.0
23,23,2,56,1.0
23,23,2,57,1.0
23,23,2,58,1.0
23,23,2,59,1.0
23,23,2,60,1.0
23,23,3,1,1.0
23,23,3,2,1.0
23,23,3,3,1.0
23,23,3,4,1.0
23,23,3,5,1.0
23,23,3,6,1.0
23,23,3,7,1.0
23,23,3,8,1.0
23,23,3,9,1.0
23,23,3,10,1.0
23,23,3,11,1.0
23,23,3,12,1.0
23,23,3,13,1.0
23,23,3,14,1.0
23,23,3,15,1.0
23,23,3,16,1.0
23,23,3,17,1.0
23,23,3,18,1.0
