0.5,0.5,0.5,0.5,0.5
0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0
1.0,1.0,0.0,0.75,1.0
1.0,0.25,0.0,1.0,0.0
1.0,0.0,0.25,0.0,0.0
0.0,0.25,1.0,1.0,1.0
1.0,0.75,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.25
0.0,1.0,0.25,1.0,1.0
1.0,0.0,0.25,1.0,1.0
0.25,0.0,1.0,0.0,1.0
0.25,1.0,0.0,1.0,0.0
0.0,0.75,1.0,0.0,0.0
0.0,0.0,1.0,0.75,0.0
1.0,1.0,1.0,0.75,0.0
0.0,0.25,0.0,0.0,1.0
0.024999999999999977,0.025000000000000133,0.031249999999999986,1.0,0.0
1.0,0.0,1.0,0.5,0.8125
0.5,1.0,0.18750000000000008,0.0,1.0
0.8749999999999998,0.5,1.0,0.0,0.062499999999999944
0.24781244893254345,0.0,0.7811719218118353,0.00010410425088630548,0.18812496595502887
0.2187500000000001,1.0,1.0,0.7812500000000002,0.7812500000000002
1.0,1.0,0.25,1.0,0.25
1.0,1.0,0.6083333333333334,0.21875000000000008,0.4229166666666667
0.5288461538461537,0.0,0.7812500000000001,1.0,0.5600961538461537
0.5,0.5312499999999997,0.0,1.0,0.7812500000000002
0.0,0.0,0.5,0.46875,0.7812500000000001
0.7812500000000003,0.0,0.0,0.5,0.4687500000000002
0.0,0.5513865894039732,0.2388865894039735,0.5,0.0
0.5312499999999999,0.4687500000000001,0.0,0.0,0.25
0.5312500000000001,0.53125,0.75,1.0,0.0
1.0,0.28124999999999994,0.5703125000000002,0.0,0.6145833333333334
0.41168478260869584,1.0,0.6752717391304347,0.451086956521739,0.0
0.0,0.48519736842105265,1.0,0.3326480263157893,0.5974506578947368
0.0,0.9739892433234423,0.44714391691394667,0.3666079376854601,0.6954747774480711
0.0,0.6487403863597521,0.5300384545609915,1.0,0.4287788409207436
0.6476883561643838,0.0,0.5342465753424654,0.5680650684931509,0.0
0.6442307692307695,1.0,0.0,0.451923076923077,0.4423076923076923
1.0,0.55,0.5583333333333332,0.6416666666666666,1.0
0.9700925925925926,0.5048611111111112,1.0,0.8944444444444445,0.49513888888888885
1.0,0.5677706679951574,0.3261434699613517,0.4570780009963682,0.0
0.46056423611111097,1.0,1.0,0.0,0.46875000000000006
0.5764508928571428,0.43080357142857134,0.0,0.34940011160714274,1.0
0.0,0.4384222678087214,0.3907670841600192,0.0,0.4599044114442104
0.0,0.48065947207731025,0.0,0.5455889851397279,0.6433618247381546
1.0,0.70106751257632,0.0,0.0,0.69221259525844
0.6141239823609226,1.0,0.48571065128900925,1.0,0.7642893487109906
0.49887045725951523,0.4223659326752287,1.0,0.564216165444576,1.0
0.46203679759751326,0.0,0.2687116094039482,0.0,0.6629217611728132
0.4050315434852043,0.5700078858713011,0.6891540267601257,0.0,0.8958696308537772
0.6258233204937468,0.006512894080420823,0.48443199966857775,0.5039917495028664,1.0
0.37750373357708045,0.4245474611675852,1.0,0.42454746116758524,0.06938757459121296
0.9537529402922614,0.4142104673522927,0.36406601319140536,1.0,0.5125361135402219
0.6391022455527704,1.0,0.7516398976269816,0.4109772455527706,1.0
1.0,0.0,1.0,0.36704817041698523,0.18238455305534276
0.2014672103076112,0.47574892890964265,0.4757489289096426,0.7823985709510931,1.0
0.4991867462154271,0.49918674621542686,0.0,0.7539289158326062,0.19102228894031964
0.42188276503658445,0.0,0.1593552418792122,1.0,0.4796944885329252
0.4197700376139429,0.5709353447961573,0.561450704258488,0.0,0.0
0.4283219614593699,0.0,1.0,0.4186841530945983,0.5625742433474866
0.3967633928571429,0.9804062402548908,0.0,0.5870535714285714,0.9999326508620688
0.4619656942937773,1.0,0.3825126597900114,0.0,0.408664924115847
0.16923041081290263,0.0,0.23608883772990258,0.4895047448006182,0.24645029697249166
0.5312500000000003,1.0,1.0,1.0,0.3031250000000002
0.7842891070892491,0.6111504256576362,0.9948275171916275,0.327563175989092,0.5553713388793973
0.0,1.0,1.0,0.4718445243922345,0.3062855635668657
0.0,0.04801419519812483,0.5739945125458507,1.0,0.3502613926516145
0.8593403794127354,0.2260385353226249,0.8956525471313185,1.0,1.0
0.3065165784215942,0.48933113999587136,1.0,0.8549576206187912,0.4811086848723843
0.0,1.0,0.012518390944208766,0.5880606386594635,0.3522425546378534
1.0,0.5410772871080474,0.0,0.5734842834443852,0.6630038716243305
0.0,0.8151041666666665,0.0,0.027775629350385245,0.8151041666666666
0.8151041666666666,0.18489583333333315,0.9730981691919193,0.0,1.0
1.0,0.0,0.5345707370287868,0.6209315883075932,0.4704533104617111
0.29705981202517223,0.0,0.0013221315373822679,0.5398963427896207,0.7945237538820806
1.0,0.9684780571951442,0.32013039510067653,0.2649284321085021,0.999771756132192
0.9601889070923065,0.45275528952561267,0.8602861050755847,0.6384627237341831,0.0
1.0,1.0,0.7390016981835168,0.7708903269301708,0.511016925906541
0.0,1.0,0.46875000000000006,0.7893887214808434,0.033542143423798465
0.5312500000000001,0.0,0.0,0.20931585034938352,0.0
0.3978096327008795,0.8663472614256906,0.12667828563482497,0.26560613025521856,0.0
0.0,1.0,0.5,0.10107140518596167,0.0
0.7408695899268267,1.0,0.7761308088418947,0.0,0.0
0.0,0.5261531211338263,0.7923107502181269,0.7703875154646951,0.0
0.0,0.5084297566050245,0.0,1.0,0.2905614908033366
0.4958218618647621,0.8699434256389099,0.40984443206659804,0.8505439547423832,0.25456968407190517
0.9661142402620019,0.18486424026200224,0.0,0.0007999801146261198,0.4687499999999999
0.0,0.5132823945038997,0.42350991000925836,0.26086191157191724,1.0
0.38261394749500255,0.0,0.40614403179328684,1.0,0.9790333138305158
0.9574943100393445,1.0,0.0,0.5736440443604256,0.0
0.3142884277589426,1.0,0.024984714783575678,1.0,0.5506777031171386
0.401866070782213,0.42333527599770854,1.0,0.0,0.42350534845096216
0.05147058823529489,0.0,1.0,0.5128676470588237,1.0
0.9980129786555979,0.516702822767362,0.06681129106944877,1.0,1.0
0.46874999999999994,0.0,0.8671875000000006,1.0,0.02217367530538133
1.0,0.007792348212047277,0.0,1.0,0.5128676470588234
1.0,0.5658167273936143,0.4683492525895863,1.0,0.0
0.7567312571615704,0.040725579690739214,0.7369923230664355,0.0,0.0
0.0,0.0,0.0,0.12551060646152107,0.5312499999999999
0.4731051159459622,0.1929598968266833,0.32588359559152397,1.0,0.0
0.0,0.8389193131990146,0.7589006246829311,0.0,0.47987874291744376
0.9815880773679653,0.11633106430626919,0.0,0.53125,1.0
0.0,0.19477251833755194,0.6290571006174335,0.3713467650005399,0.0
0.5481250000000003,0.7214467785461921,0.8831223165736815,1.0,1.0
0.9303776705409821,0.6229756796978465,0.3308825350175693,0.0,0.2764681796810989
0.9535148512791503,0.0,0.4687499999999999,1.0,0.09259684548174783
0.7603069911150044,0.0,0.9504842784210619,0.0,0.4952252069863344
0.797118271848746,0.5014052020340545,0.3398772978101733,0.0,1.0
1.0,0.1401454874787055,0.0,0.4550781250000002,0.0
0.06249999999999995,0.5312499999999999,0.052840392574726586,0.0,0.0
