outload_key,num_samples,replication,wall_clock_time,elapsed_time,obj,term,is_fixed,y_open[6],y_open[7],y_open[8],y_open[9],y_open[10],y_open[11]
0,2,0,68.40283703804016,70.92185664176941,2634673.5,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
0,2,1,92.30759072303772,167.3198947906494,2818854.0,optimal,False,1.0,0.0,0.0,0.0,0.0,1.0
0,2,0,26.86564612388611,198.28846311569214,2760178.5,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,2,1,22.950563669204712,225.54918599128723,2935739.5,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
0,2,2,104.74414300918579,334.4736793041229,2810847.5,optimal,False,0.0,1.0,0.0,0.0,1.0,0.0
0,2,0,24.24924612045288,362.9169783592224,2727125.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,2,1,27.8218514919281,394.93677711486816,3008027.5,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,2,2,33.15015935897827,432.25229811668396,3048306.0,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
0,2,2,35.59331035614014,472.0016551017761,3233233.499999997,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,2,3,99.46208691596985,575.6758184432983,2841887.5,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
0,2,3,27.974753379821777,607.7072744369507,3009070.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,2,3,30.796441555023193,642.6828472614288,2964650.9999999674,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,2,4,90.48863363265991,737.3374149799347,2746702.5,optimal,False,0.0,1.0,0.0,0.0,1.0,0.0
0,2,4,33.98154020309448,775.524576663971,2788576.5,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
0,2,4,34.62521696090698,814.3428404331207,2939233.5,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,2,5,56.41213083267212,874.9553117752075,2730454.0,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
0,2,5,23.348978281021118,902.5885665416718,3047210.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,2,5,23.038634538650513,929.8492496013641,2830271.5,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,2,6,77.32741689682007,1011.3509404659271,2806028.0,optimal,False,0.0,1.0,1.0,0.0,0.0,0.0
0,2,0,41.72699856758118,1057.3306498527527,2889162.0,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
0,2,1,26.007249355316162,1087.700974225998,2887039.5,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
0,2,2,40.09170198440552,1132.0494673252106,2999366.5,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
0,2,3,34.33730340003967,1170.5930111408234,3102842.5,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
0,2,4,33.34367609024048,1208.2064135074615,2864150.5,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
0,2,5,38.725324869155884,1251.2802155017853,2976350.0,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
0,2,6,28.911192417144775,1284.5144219398499,3162842.5,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,2,6,20.016417503356934,1308.8257250785828,2797602.0,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
0,2,6,29.650513172149658,1342.5644979476929,2894465.0,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,4,0,174.71148538589478,182.46125864982605,2796403.0,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
0,4,1,152.38231658935547,343.08445978164673,2858132.0,optimal,False,1.0,0.0,0.0,0.0,0.0,1.0
0,4,0,46.6762535572052,397.9376120567322,2813414.75,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,4,1,48.65176272392273,455.06483578681946,2917793.25,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
0,4,2,196.2875747680664,659.2453758716583,2761512.5,optimal,False,0.0,1.0,0.0,0.0,1.0,0.0
0,4,0,54.547553062438965,722.050803899765,2926205.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,4,1,67.34721255302429,797.6870875358582,3306185.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,4,2,49.70528507232666,855.8497660160065,2843418.25,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
0,4,2,56.39141392707825,920.5455858707428,2924632.0,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,4,3,164.9255657196045,1093.967357158661,2913010.25,optimal,False,1.0,0.0,1.0,0.0,0.0,0.0
0,4,0,55.213024854660034,1157.6358482837677,2848373.0,optimal,True,1.0,0.0,1.0,0.0,0.0,0.0
0,4,1,65.26787638664246,1230.7762336730957,3061422.5,optimal,True,1.0,0.0,1.0,0.0,0.0,0.0
0,4,2,80.36604714393616,1319.438663482666,3204351.0,optimal,True,1.0,0.0,1.0,0.0,0.0,0.0
0,4,3,74.87729692459106,1402.8294134140015,3115155.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
0,4,3,58.308189153671265,1469.0769414901733,3194658.0,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
0,4,3,58.361329555511475,1535.7972922325134,3153386.25,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,6,0,260.517685174942,268.08897852897644,2717777.1666666665,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
0,6,1,310.03286623954773,589.824303150177,2807988.1666666665,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
0,6,2,300.7540166378021,902.7436056137085,2736875.833333333,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
0,6,3,332.3687193393707,1246.513164281845,2876817.333333333,optimal,False,1.0,0.0,0.0,0.0,0.0,1.0
0,6,0,95.26572299003601,1353.9145748615265,2729845.1666666665,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,6,1,92.50642561912537,1458.4377791881561,2853359.9999999995,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,6,2,75.61447596549988,1545.831886291504,2783449.8333333335,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
0,6,3,81.80661058425903,1639.4626808166504,2950338.333333333,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
1,2,0,86.47743010520935,88.97036218643188,3310565.5,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
1,2,1,113.85526490211487,206.82123827934265,3551041.0,optimal,False,1.0,0.0,0.0,0.0,0.0,1.0
1,2,0,36.64121103286743,247.4711217880249,3468606.5,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,2,1,33.53274202346802,285.19032406806946,3667678.0,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
1,2,2,148.53291511535645,437.814325094223,3553232.5,optimal,False,0.0,1.0,0.0,0.0,1.0,0.0
1,2,0,30.496442079544067,472.3628613948822,3448662.5,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
1,2,1,30.84754228591919,507.280503988266,3788547.5,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
1,2,2,38.71816396713257,550.0444312095642,4059004.4999999977,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,2,2,42.56397461891174,596.6536309719086,3865882.0,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
1,2,3,122.54475212097168,723.2659811973572,3588020.0,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
1,2,3,39.23564124107361,766.6435306072235,3771162.5,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,2,3,37.59381556510925,808.3666398525238,3703347.5,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
1,2,4,136.5712375640869,949.1383306980133,3474842.5,optimal,False,0.0,1.0,0.0,0.0,1.0,0.0
1,2,4,42.18371057510376,995.4542889595032,3747235.0,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,2,4,29.55199098587036,1029.1861956119537,3498929.0,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
1,2,5,75.7008969783783,1109.1152007579803,3435851.5,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
1,2,5,28.35076093673706,1141.6131174564362,3588347.5,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,2,5,31.107168674468994,1176.8846037387848,3932780.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
1,2,6,88.63336515426636,1269.4719264507294,3514951.0,optimal,False,0.0,1.0,1.0,0.0,0.0,0.0
1,2,0,48.17128109931946,1321.8642406463623,3631368.999999999,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
1,2,1,38.13192105293274,1363.9750797748566,3618606.4999999986,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
1,2,2,44.494014501571655,1412.5570242404938,3668438.5,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
1,2,3,36.58671855926514,1453.364499092102,3884650.0,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
1,2,4,32.13310265541077,1489.7245464324951,3621355.0,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
1,2,5,47.11726188659668,1540.9835209846497,3722542.0,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
1,2,6,35.95444297790527,1580.9015760421753,3728303.0,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,2,6,31.263754844665527,1616.4389786720276,3520336.5,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
1,2,6,32.33582663536072,1652.9959907531738,3937305.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
1,4,0,212.47592449188232,220.0112500190735,3519252.0,optimal,False,0.0,1.0,0.0,0.0,0.0,1.0
1,4,1,187.1127290725708,415.0042607784271,3588792.0,optimal,False,1.0,0.0,0.0,0.0,0.0,1.0
1,4,0,77.15025210380554,500.61282444000244,3535619.75,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,4,1,60.53372764587402,569.5588533878326,3670530.0,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
1,4,2,230.13320755958557,807.8975963592529,3496250.0,optimal,False,0.0,1.0,0.0,0.0,1.0,0.0
1,4,0,59.86136555671692,875.6002340316772,3702235.0,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
1,4,1,72.55022120475769,956.2617359161377,4162396.249999998,optimal,True,0.0,1.0,0.0,0.0,1.0,0.0
1,4,2,59.02834343910217,1023.2925655841827,3690129.75,optimal,True,1.0,0.0,0.0,0.0,0.0,1.0
1,4,2,59.0340359210968,1090.7490239143372,3546522.4999999963,optimal,True,0.0,1.0,0.0,0.0,0.0,1.0
1,4,3,213.48985481262207,1312.3099489212036,3662153.25,optimal,False,0.0,1.0,1.0,0.0,0.0,0.0
1,4,0,66.15663003921509,1386.6811137199402,3543599.5,optimal,True,0.0,1.0,1.0,0.0,0.0,0.0
